Record ID,Timestamp,Dewpoint,Barometer,Solar Radiation Sensor
0,1748736000,52.279947027876005,29.92,0.0
1,1748736060,52.53875863383246,29.92,0.0
2,1748736120,52.03963998853543,29.92,0.0
3,1748736180,51.76643646794893,29.92,0.0
4,1748736240,51.82839437317764,29.92,0.0
5,1748736300,51.712727039697555,29.92,0.0
6,1748736360,52.11818027292669,29.92,0.0
7,1748736420,51.49500007710536,29.92,0.0
8,1748736480,52.41275002328158,29.92,0.0
9,1748736540,52.309213459415524,29.92,0.0
10,1748736600,51.96317169065931,29.92,0.0
11,1748736660,52.51585939722808,29.92,0.0
12,1748736720,51.9637315397793,29.92,0.0
13,1748736780,52.342653896480975,29.92,0.0
14,1748736840,52.67782729422354,29.92,0.0
15,1748736900,52.68842794433884,29.92,0.0
16,1748736960,52.70778909846579,29.92,0.0
17,1748737020,51.59300769567126,29.92,0.0
18,1748737080,52.28643779784121,29.92,0.0
19,1748737140,52.96667605572007,29.92,0.0
20,1748737200,52.70882508536444,29.92,0.0
21,1748737260,52.87454067202033,29.92,0.0
22,1748737320,52.299885027844084,29.92,0.0
23,1748737380,53.29159532953203,29.92,0.0
24,1748737440,52.742651433227294,29.92,0.0
25,1748737500,52.583076123790896,29.92,0.0
26,1748737560,53.18431571528244,29.92,0.0
27,1748737620,52.12290413740948,29.92,0.0
28,1748737680,52.39633034379625,29.92,0.0
29,1748737740,52.96668180609436,29.92,0.0
30,1748737800,52.715950155837206,29.92,0.0
31,1748737860,52.017109715464436,29.92,0.0
32,1748737920,53.14781113160584,29.92,0.0
33,1748737980,52.46650795196162,29.92,0.0
34,1748738040,53.18586203117881,29.92,0.0
35,1748738100,53.17582077387277,29.92,0.0
36,1748738160,53.108474606504636,29.92,0.0
37,1748738220,52.703899787674764,29.92,0.0
38,1748738280,53.31417395338544,29.92,0.0
39,1748738340,52.771569329410056,29.92,0.0
40,1748738400,53.3071186547498,29.92,0.0
41,1748738460,52.64450750191686,29.92,0.0
42,1748738520,53.29960095999621,29.92,0.0
43,1748738580,53.406947451847884,29.92,0.0
44,1748738640,53.577034286977906,29.92,0.0
45,1748738700,53.56318293955955,29.92,0.0
46,1748738760,53.38671929498561,29.92,0.0
47,1748738820,53.0376622622404,29.92,0.0
48,1748738880,53.094495207547766,29.92,0.0
49,1748738940,53.143591168472554,29.92,0.0
50,1748739000,53.269920128340445,29.92,0.0
51,1748739060,52.08644871811458,29.92,0.0
52,1748739120,53.31561522775728,29.92,0.0
53,1748739180,53.138960908323625,29.92,0.0
54,1748739240,53.75652890508312,29.92,0.0
55,1748739300,53.811045673088486,29.92,0.0
56,1748739360,53.06120161678105,29.92,0.0
57,1748739420,53.3799153472316,29.92,0.0
58,1748739480,54.53302626697914,29.92,0.0
59,1748739540,53.93622503984939,29.92,0.0
60,1748739600,53.51978296885265,29.92,0.0
61,1748739660,54.30302882157897,29.92,0.0
62,1748739720,53.95067290644447,29.92,0.0
63,1748739780,54.02416953186768,29.92,0.0
64,1748739840,53.67385971792875,29.92,0.0
65,1748739900,53.75895055810779,29.92,0.0
66,1748739960,53.31476783983494,29.92,0.0
67,1748740020,54.03104215025344,29.92,0.0
68,1748740080,53.684373655834335,29.92,0.0
69,1748740140,53.73262578516646,29.92,0.0
70,1748740200,54.04143332419555,29.92,0.0
71,1748740260,54.64172445625693,29.92,0.0
72,1748740320,54.09401857277677,29.92,0.0
73,1748740380,54.520307232724065,29.92,0.0
74,1748740440,54.06456739239761,29.92,0.0
75,1748740500,53.91151562129594,29.92,0.0
76,1748740560,54.08823366964448,29.92,0.0
77,1748740620,54.20884916664742,29.92,0.0
78,1748740680,55.27860341558666,29.92,0.0
79,1748740740,54.3899698291057,29.92,0.0
80,1748740800,54.64113773394316,29.92,0.0
81,1748740860,54.140392086052245,29.92,0.0
82,1748740920,53.79555586122874,29.92,0.0
83,1748740980,54.211733650010366,29.92,0.0
84,1748741040,54.80458875220505,29.92,0.0
85,1748741100,54.35190662112048,29.92,0.0
86,1748741160,54.4275632862479,29.92,0.0
87,1748741220,54.70038866115529,29.92,0.0
88,1748741280,54.290318692913175,29.92,0.0
89,1748741340,54.111061796740714,29.92,0.0
90,1748741400,54.25279748285992,29.92,0.0
91,1748741460,54.59279776304679,29.92,0.0
92,1748741520,53.75951736205731,29.92,0.0
93,1748741580,54.89058767351945,29.92,0.0
94,1748741640,54.36595103803542,29.92,0.0
95,1748741700,54.66159201150022,29.92,0.0
96,1748741760,54.87770130711923,29.92,0.0
97,1748741820,54.5214471973278,29.92,0.0
98,1748741880,54.76082788195049,29.92,0.0
99,1748741940,54.71735869749644,29.92,0.0
100,1748742000,54.81365684470178,29.92,0.0
101,1748742060,54.21853777204329,29.92,0.0
102,1748742120,54.61634761249094,29.92,0.0
103,1748742180,55.322302023910105,29.92,0.0
104,1748742240,54.41042825877488,29.92,0.0
105,1748742300,54.41537892041511,29.92,0.0
106,1748742360,54.96365318894685,29.92,0.0
107,1748742420,55.61480810621199,29.92,0.0
108,1748742480,55.09186237758886,29.92,0.0
109,1748742540,54.49821228231493,29.92,0.0
110,1748742600,54.708379446350236,29.92,0.0
111,1748742660,54.968290407187816,29.92,0.0
112,1748742720,54.413197745060906,29.92,0.0
113,1748742780,54.32574924262193,29.92,0.0
114,1748742840,54.84869687667829,29.92,0.0
115,1748742900,54.26199100338056,29.92,0.0
116,1748742960,54.65821745681126,29.92,0.0
117,1748743020,55.002621619959086,29.92,0.0
118,1748743080,54.580508068097075,29.92,0.0
119,1748743140,55.33125933928112,29.92,0.0
120,1748743200,55.468721457419164,29.92,0.0
121,1748743260,55.21431546397537,29.92,0.0
122,1748743320,55.21300596896587,29.92,0.0
123,1748743380,55.4614313188287,29.92,0.0
124,1748743440,54.76947579787579,29.92,0.0
125,1748743500,55.404044086426424,29.92,0.0
126,1748743560,55.300935484426304,29.92,0.0
127,1748743620,55.22379378279766,29.92,0.0
128,1748743680,55.194868050282665,29.92,0.0
129,1748743740,55.69161242029129,29.92,0.0
130,1748743800,55.971510584920146,29.92,0.0
131,1748743860,55.531367953029395,29.92,0.0
132,1748743920,55.5467646025521,29.92,0.0
133,1748743980,55.23931912896974,29.92,0.0
134,1748744040,55.71134912023348,29.92,0.0
135,1748744100,55.00268167815331,29.92,0.0
136,1748744160,55.70622340279374,29.92,0.0
137,1748744220,54.939310196351656,29.92,0.0
138,1748744280,56.05862661580274,29.92,0.0
139,1748744340,55.7272229758791,29.92,0.0
140,1748744400,55.68423446948941,29.92,0.0
141,1748744460,56.281742649124325,29.92,0.0
142,1748744520,56.16123779786875,29.92,0.0
143,1748744580,55.72630507095555,29.92,0.0
144,1748744640,55.82972823864552,29.92,0.0
145,1748744700,56.0100433815864,29.92,0.0
146,1748744760,55.59013473140335,29.92,0.0
147,1748744820,56.125085817527484,29.92,0.0
148,1748744880,55.75697259984378,29.92,0.0
149,1748744940,56.79498491105043,29.92,0.0
150,1748745000,55.90533801543178,29.92,0.0
151,1748745060,55.10537752734238,29.92,0.0
152,1748745120,55.532836577327615,29.92,0.0
153,1748745180,56.233245499271106,29.92,0.0
154,1748745240,56.019087414212024,29.92,0.0
155,1748745300,55.67428471647529,29.92,0.0
156,1748745360,56.20182804783,29.92,0.0
157,1748745420,56.153346739231175,29.92,0.0
158,1748745480,56.40541462717088,29.92,0.0
159,1748745540,56.63234614687691,29.92,0.0
160,1748745600,55.79882365322752,29.92,0.0
161,1748745660,56.015305252046105,29.92,0.0
162,1748745720,55.971835517874055,29.92,0.0
163,1748745780,55.67404668838308,29.92,0.0
164,1748745840,55.89246367806819,29.92,0.0
165,1748745900,55.64920655990083,29.92,0.0
166,1748745960,56.95978483406766,29.92,0.0
167,1748746020,56.58728186916791,29.92,0.0
168,1748746080,56.75907424969372,29.92,0.0
169,1748746140,56.57216702287603,29.92,0.0
170,1748746200,56.28013384065167,29.92,0.0
171,1748746260,55.677202200180304,29.92,0.0
172,1748746320,56.81589021460849,29.92,0.0
173,1748746380,56.36868288754882,29.92,0.0
174,1748746440,56.24665189877898,29.92,0.0
175,1748746500,56.760759334401186,29.92,0.0
176,1748746560,56.7154716766216,29.92,0.0
177,1748746620,56.31066281203175,29.92,0.0
178,1748746680,56.65417040282282,29.92,0.0
179,1748746740,56.215229181770425,29.92,0.0
180,1748746800,56.331621582615334,29.92,0.0
181,1748746860,56.16873902193868,29.92,0.0
182,1748746920,56.48249382359738,29.92,0.0
183,1748746980,57.05489077047245,29.92,0.0
184,1748747040,57.25175241221719,29.92,0.0
185,1748747100,56.88069700823299,29.92,0.0
186,1748747160,56.98205556650099,29.92,0.0
187,1748747220,57.0788272942576,29.92,0.0
188,1748747280,56.54094004739663,29.92,0.0
189,1748747340,56.6932017206218,29.92,0.0
190,1748747400,56.90453026534012,29.92,0.0
191,1748747460,56.242494711669245,29.92,0.0
192,1748747520,57.09744026430898,29.92,0.0
193,1748747580,56.590075800901886,29.92,0.0
194,1748747640,56.4633852134942,29.92,0.0
195,1748747700,57.20062307751944,29.92,0.0
196,1748747760,56.90019861922218,29.92,0.0
197,1748747820,56.74755608496393,29.92,0.0
198,1748747880,57.00864534416786,29.92,0.0
199,1748747940,57.37646718075401,29.92,0.0
200,1748748000,55.865549230020044,29.92,0.0
201,1748748060,57.50298100492707,29.92,0.0
202,1748748120,56.82483096370838,29.92,0.0
203,1748748180,56.77091313720608,29.92,0.0
204,1748748240,56.8231478358044,29.92,0.0
205,1748748300,56.67739116918968,29.92,0.0
206,1748748360,57.19566814809559,29.92,0.0
207,1748748420,57.43004377040664,29.92,0.0
208,1748748480,56.862159024950664,29.92,0.0
209,1748748540,57.51871628229509,29.92,0.0
210,1748748600,56.25937008629495,29.92,0.0
211,1748748660,57.17684741335252,29.92,0.0
212,1748748720,56.87401077252904,29.92,0.0
213,1748748780,57.7351145756841,29.92,0.0
214,1748748840,57.04280102842002,29.92,0.0
215,1748748900,57.25053531027428,29.92,0.0
216,1748748960,57.10048303287895,29.92,0.0
217,1748749020,56.90975189452162,29.92,0.0
218,1748749080,57.57414374202314,29.92,0.0
219,1748749140,57.337831287354355,29.92,0.0
220,1748749200,56.721068114010656,29.92,0.0
221,1748749260,56.917990091330964,29.92,0.0
222,1748749320,57.36124376888306,29.92,0.0
223,1748749380,57.19942416971831,29.92,0.0
224,1748749440,56.75117311803638,29.92,0.0
225,1748749500,56.74818916887028,29.92,0.0
226,1748749560,57.74430798552852,29.92,0.0
227,1748749620,57.35361843525574,29.92,0.0
228,1748749680,57.52951110265142,29.92,0.0
229,1748749740,57.85564717956801,29.92,0.0
230,1748749800,57.03594050279689,29.92,0.0
231,1748749860,57.457589301987,29.92,0.0
232,1748749920,56.76986016430044,29.92,0.0
233,1748749980,57.63199348525817,29.92,0.0
234,1748750040,57.40937696566078,29.92,0.0
235,1748750100,57.47759134070755,29.92,0.0
236,1748750160,57.38189935145831,29.92,0.0
237,1748750220,57.715471500935884,29.92,0.0
238,1748750280,57.12653564006108,29.92,0.0
239,1748750340,57.326319628220304,29.92,0.0
240,1748750400,58.054774026764036,29.92,0.0
241,1748750460,57.705382054277024,29.92,0.0
242,1748750520,57.47314750169629,29.92,0.0
243,1748750580,57.763200939671925,29.92,0.0
244,1748750640,57.598690878150954,29.92,0.0
245,1748750700,57.27647344071304,29.92,0.0
246,1748750760,57.47228909148032,29.92,0.0
247,1748750820,58.024441172193995,29.92,0.0
248,1748750880,57.297575327176034,29.92,0.0
249,1748750940,57.41967413437577,29.92,0.0
250,1748751000,57.6985777421781,29.92,0.0
251,1748751060,57.81382277547736,29.92,0.0
252,1748751120,57.81346841064487,29.92,0.0
253,1748751180,57.5863072234356,29.92,0.0
254,1748751240,57.365465174256414,29.92,0.0
255,1748751300,56.99517714898493,29.92,0.0
256,1748751360,57.82410442912823,29.92,0.0
257,1748751420,58.876050060020226,29.92,0.0
258,1748751480,57.4140790634562,29.92,0.0
259,1748751540,57.4189382157636,29.92,0.0
260,1748751600,57.89968660661022,29.92,0.0
261,1748751660,57.65108173346192,29.92,0.0
